id,name,slug,description,temperament,size,energy_level,good_with_kids,training_ease,grooming_needs,barking_level,shedding_level,apartment_friendly,good_with_pets,drooling_tendency,separation_anxiety_risk,climate_suitability,noise_sensitivity,weight_min,weight_max,height_min,height_max,lifespan_min,lifespan_max,coat_type,exercise_needs,grooming,training,origin,group,breed_type,image_url,is_active,created_at,updated_at,heat_tolerance,cold_tolerance,optimal_temp_min,optimal_temp_max,parent_breed_1,parent_breed_2,generation
0a328f1d-205a-4a77-be7c-3459178c2142,Afghan Hound,afghan-hound,"The Afghan Hound looks like it should be a beauty influencer. Long coat flowing, head held high, permanently styled as if a wind machine follows it everywhere. It’s the only dog that can stand still and look dramatic. This has led many people to assume Afghans are delicate show ponies. They are not.
Beneath the shampoo-commercial exterior is an ancient sighthound bred to hunt in the mountains of Afghanistan, including fast, dangerous game. Leopards, not lapdogs. That heritage explains a lot. The independence. The selective hearing. The way they look straight through you as if considering whether your suggestion is worth their time. Afghans don’t disobey. They evaluate.
At home, the myth collapses. These supposedly regal creatures can be astonishingly silly. They steal things. They sprawl across furniture like they own the place. They get sudden bursts of lunacy that involve sprinting through the house at full speed, then collapsing dramatically as if nothing happened. They are equal parts aristocrat and absolute doofus.
Afghan Hounds bond deeply, but they’re not needy. This is not a dog that follows you from room to room waiting for reassurance. They like their people, but they also like their space, and they expect you to respect both. Think cat energy in a large, hairy body that can outrun almost anything.
Outdoors, they are all business. Afghans are sprinters with a powerful prey drive and a deep love of the chase. Recall is… aspirational. Fenced areas are not optional. Indoors, though, they’re surprisingly calm and low-key, happy to lounge for hours like elegant, slightly judgmental statues between adventures.
This is a breed for experienced owners who enjoy a challenge and have a sense of humour. Afghans won’t flatter you with blind obedience or constant affection. What they offer instead is presence, personality, and a relationship that feels earned rather than automatic. If you want a clingy best mate, keep scrolling. If you want a beautiful, stubborn, quietly hilarious companion who lives life on its own terms, the Afghan Hound might just ruin you for every other dog.","Independent, sweet, and impossibly glamorous, this dog is a supermodel and knows it.",Large,4,3,2,5,2,4,2,2,1,2,3,3,23,32,61,74,12,14,Silky coat,High exercise needs; requires daily long walks or runs and space to sprint. They are athletic and need mental stimulation to stay content.,Very high maintenance coat. Daily brushing required to prevent matting. Professional grooming essential.,"Beautiful but aloof and, well, training them is like negotiating with a supermodel who speaks a different language.",Afghanistan,Hound,purebred,,true,2025-11-21 06:05:06.315563+00,2026-02-19 23:44:56.699208+00,3,4,7,25,,,
0b10e342-5dbc-4678-8f54-628cff090ded,Pomeranian,pomeranian,"Meet the canine equivalent of a pocket-sized dictator wrapped in a cloud of fluff, convinced they're actually a 90-kilogram Rottweiler trapped in a 3-kilogram body. These pint-sized pompoms descended from sled dogs, which explains their unshakeable confidence when confronting Great Danes and their belief that they should obviously be in charge of everything. With faces like teddy bears and attitudes like tiny CEOs, they strut through life on legs the size of cocktail stirrers, demanding respect and premium treats. Their double coats require constant maintenance unless you prefer the """"tumbleweed chic"""" look decorating your furniture. They're surprisingly sturdy little companions who'll bark at leaves, shadows, and the general concept of silence. Perfect for those who want maximum personality in minimal square footage, plus a built-in doorbell with strong opinions.","Bold, inquisitive, and lively toy dogs. They are alert watchdogs but can be yappy and need early socialization.",Small,2,2,3,4,5,4,5,2,1,3,3,3,1,3,18,30,12,16,Smooth coat,Low to moderate exercise needs. Daily short walks and indoor play sufficient for exercise requirements.,"High grooming needs with thick, fluffy double coat requiring brushing 2-3 times weekly",Tiny monarchs who'll learn but expect training to accommodate their royal schedules and dignity requirements.,Germany/Poland,Toy,purebred,,true,2025-11-21 06:04:54.534613+00,2026-01-17 02:12:21.301237+00,3,2,5,28,,,
0b3ae4ce-ff17-4689-a37a-b52dd59831c6,Gordon Setter,gordon-setter,"Meet the goth kid of the setter family who grew up to become surprisingly sophisticated. Gordon Setters sport a dramatic black coat with rich tan markings that make them look like they're perpetually dressed for a Victorian funeral ? in the best possible way. These Scottish aristocrats are the largest and most serious of the setters, approaching bird hunting with the intensity of a chess grandmaster. They're one-person dogs who choose their humans carefully but love them completely. Unlike their more social setter cousins, Gordons prefer intimate gatherings to large parties. They're beautiful, brainy, and slightly brooding ? essentially the Mr. Darcy of the sporting dog world, complete with the slow-burn romance factor.","Gordon Setter is friendly, adaptable, and full of character. They thrive in loving homes and enjoy an active, engaged lifestyle.",Large,4,3,2,4,2,3,3,3,3,3,2,3,25,36,58,69,12,13,Silky coat,Moderate to high depending on breed.,"High grooming needs with long, silky feathered coat requiring daily brushing to prevent matting",Scottish gentlemen who learn thoroughly but prefer training with proper Highland dignity.,United Kingdom,Sporting,purebred,,true,2025-11-21 06:04:55.975141+00,2026-01-17 02:12:21.301237+00,3,4,-10,25,,,
0db9d9ad-b4c9-43f1-99ee-a65b8e6a0ef3,Belgian Tervuren,belgian-tervuren,"The Belgian Tervuren is what happens when high intelligence meets high sensitivity and then adds a dramatic soundtrack. Think German Shepherd energy, but with a more artistic silhouette and a coat that looks like it was designed during autumn.

They are beautiful. Rich mahogany tones, black overlay, feathered tail carried like a banner. They move with intention. Nothing about a Terv is casual. Even crossing the living room feels like a mission.

Originally bred to herd Belgian flocks, they now tend to herd households. People included. Their instinct to manage movement and maintain order runs deep. Children playing? Needs supervision. Guests arriving? Requires assessment. Random noise outside? Already on it.

Here is where things get real. Tervurens are not beginner dogs. They are clever to the point of opportunistic. If you are uncertain, inconsistent, or visibly nervous, they will notice. Not maliciously. Simply because they are wired to read and respond. A confident owner provides structure. An unsure one creates a vacuum, and a Terv will step in to fill it.

They are often mouthy as puppies. Excitement can translate into nipping. Testing boundaries is part of the developmental package. In experienced hands, this is manageable and brief. In the hands of someone already uneasy around dogs, it can be overwhelming. They experiment. They push. They learn quickly what works.

Energy levels are high. Mental stimulation is not optional. Obedience, agility, scent work, advanced training. A Terv without a job invents one, and you may not like the outcome. They are capable of outthinking their owners and occasionally proving it.

With their people, they are intensely devoted. Not casual affection. Imprint-level attachment. They are emotional barometers, sensitive to mood shifts and tension. That sensitivity is a gift in the right environment and a challenge in a chaotic one.

The coat is glorious and generous. Expect regular brushing and a steady contribution of fur to your wardrobe.

The Belgian Tervuren suits experienced, confident handlers who want a hobby, not just a pet. In the right home, they are brilliant, loyal, and breathtaking. In the wrong one, they are too much dog. This is a breed that rewards competence and exposes hesitation. Respect that, and you’ll have a partner who works with you, not against you.","Alert, graceful, and hardworking. Thrives with consistent training and a purpose.",Large,5,3,3,4,3,4,2,3,1,3,3,3,20,30,56,66,12,14,Double coat,"Requires 1-2 hours of active exercise each day, with agility or obedience work to stay sharp.","High grooming needs with long, dense double coat requiring regular brushing 2-3 times weekly and seasonal grooming","Beauty, brains, and drive - they'll outperform your expectations then look gorgeous doing it.",Belgium,Herding,purebred,https://cowzzajbwtqfmrocefaw.supabase.co/storage/v1/object/public/dog-breed-images/belgian-tervuren/belgian-tervuren-01.webp,true,2025-11-21 06:04:41.950005+00,2026-02-20 23:08:38.89079+00,2,4,-10,25,,,
0e2efd59-6868-42b1-8ea5-55f4a71f2498,Sealyham Terrier,sealyham-terrier,"Picture a living teddy bear who moonlights as a professional comedian ? that's the Sealyham Terrier. These compact Welsh characters sport magnificent white coats and facial hair that would make hipsters jealous. Originally bred to hunt badgers and otters, they approach modern life with the confidence of someone who once faced down creatures twice their size underground. Their bright eyes peek out from beneath impressive eyebrows, giving them permanently amused expressions. They're independent thinkers who'll consider your suggestions carefully before deciding whether they agree with your logic. Despite their size, they have personalities bigger than Great Danes and the courage to match. They're perfect for people who want a dog with character, charisma, and just enough mischief to keep life interesting ? basically, furry entertainment systems with legs.",Friendly and loyal companion,Small,4,3,3,3,4,3,3,3,1,3,3,3,10,11,25,30,12,14,Wire coat,Regular exercise,Moderate grooming needs with wiry coat requiring weekly brushing and occasional stripping,Welsh terriers who learn steadily but with enough Celtic independence to question unnecessary authority.,Wales,Terrier,purebred,,true,2025-11-21 06:04:41.54868+00,2026-01-17 02:12:21.301237+00,4,1,10,30,,,
0f023e5f-cf48-4026-bcb5-0501441687f2,Dogo Guatemalteco,dogo-guatemalteco,"The Dogo Guatemalteco is Guatemalas bestkept secret, a muscular, athletic guardian that looks like it could bench press a small car yet has the heart of a gentle giant. Few outside Central America know the breed and that suits these watchful dogs just fine because they arent in it for fame, theyre in it to keep their family safe\n\n\Bred as property protectors, they take the job seriously. Theyre rare and powerful, yet surprisingly tender with children. Picture the burly security bloke at your favourite country pub who knows every kids birthday but will give anyone threatening them a look that could freeze stone. Thats the Dogo Guatemalteco in a nutshell\n\n\Intelligent and trainable, theyre not for beginners. Their strong will and protective instincts demand an experienced owner who isnt afraid to set boundaries. Let them call the shots and youll quickly find yourself living in their house rather than the other way around\n\n\Maintenance is straightforward. Their short coat is practically wash and wear, but dont mistake low grooming for low work. They need real exercise  multiple long walks and a decent yard to patrol. An innercity flat in Brisbane wont cut it unless it comes with a few hectares of bush\n\n\They bond hard with their inner circle and prefer a small family unit over a revolving door of visitors. Socialise them early and keep their loyalty by being firm, fair and consistent. Fail that and youll have a fiftykilogram dog with a strong opinion about who is welcome and who isnt",Friendly and loyal companion,Giant,4,3,2,2,4,3,2,2,3,3,3,3,45,65,56,65,10,12,Smooth coat,Regular exercise,Low grooming needs with short coat requiring weekly brushing,Central American guardians who approach training like a serious security briefing.,Guatemala,Working,purebred,,true,2025-11-21 06:04:42.193807+00,2026-02-20 23:08:38.89079+00,3,3,0,28,,,
103ac4aa-1d17-4d00-ac99-9873885bbebe,Miniature Pinscher,miniature-pinscher,"Don't let the """"miniature"""" fool you. This pocket rocket thinks it's a Doberman trapped in a Chihuahua's body. The Min Pin struts around like it owns the neighbourhood, complete with high-stepping gait that screams """"look at me!"""" Originally ratting dogs from Germany, they've retained their fearless attitude and zero awareness of their actual size. Expect a dog that will challenge Great Danes and lecture delivery drivers with impressive authority. They're escape artists who can slip through gaps you didn't know existed, then return looking smugly innocent. Loyal and affectionate with family, but suspicious of strangers and prone to announcing every leaf that dares move in their territory. Perfect for owners who want a big personality in a small, sleek package that doubles as a very opinionated alarm system.",Friendly and loyal companion,Small,4,3,3,1,4,4,3,3,1,3,4,3,4,5,25,30,12,16,Double coat,Regular exercise,"Low grooming needs with short, smooth coat requiring weekly brushing","""""King of Toys"""" who'll learn quickly but maintain executive-level authority over training implementation.",Germany,Toy,purebred,,true,2025-11-21 06:04:54.130919+00,2026-01-17 02:12:21.301237+00,2,4,10,30,,,
10f91bd0-5300-4977-870e-45e17e1414fc,Australian Cattle Dog,australian-cattle-dog,"Meet the Outback’s answer to the overachiever. The Australian Cattle Dog is a compact, muscular blur of controlled intensity. Bred to nip at the heels of stubborn cattle across some of Australia’s harshest country, this is a dog that moves like it has a deadline and you’re in the way.

That mottled coat is not decorative. Blue speckle or red speckle, both look like someone flicked paint across a very athletic frame. Underneath sits a body engineered for endurance. They can run all day, pivot on a coin, and hold eye contact with a half-tonne animal until it reconsiders its life choices.

But the real headline is the brain. Cattle Dogs are scalpel sharp. Not “roll over for a biscuit” sharp. More “I’ve analysed your routine and identified three weaknesses” sharp. They anticipate. They calculate. They learn once and remember forever. Mental stimulation is mandatory. Skip it and they’ll channel that intelligence into creative landscaping projects or structural home audits.

They bond intensely and take loyalty seriously. With their people, they are affectionate and devoted. They like proximity. They like involvement. Making lunch? They’re supervising. Kids running through the yard? Finally, something that needs coordination. Sitting still for hours? They’ll tolerate it briefly, then file a complaint.

The herding instinct is precise and powerful. Circling movement, nudging heels, attempting to organise anything with legs. Early socialisation and firm, consistent boundaries are essential. They thrive under clear leadership framed as partnership. Give them structure and they shine. Offer vague instructions and they’ll draft their own plan.

Energy levels are relentless. A casual stroll won’t cut it. Think long hikes, agility, advanced obedience, structured play, problem-solving games. They excel when given real work and a reason to use both muscle and mind.

This is not an ornamental apartment dog. It’s a working partner in a compact, driven package. In the right home, preferably with space and purpose, the Australian Cattle Dog is brilliant, protective, and fiercely dedicated. On farms across the Outback and well beyond, they are not just useful. They are indispensable.","Tough, smart, and tireless. This is a true working dog that thrives when kept busy and engaged.",Medium,5,3,1,2,3,4,3,3,1,3,3,3,15,22,43,51,12,16,Double coat,"Demands 1?2 hours of vigorous activity daily, with mental challenges like herding or agility.",Low grooming needs with short double coat requiring weekly brushing and seasonal shedding management,Wicked smart workaholics who'll master training then redesign your entire program for efficiency.,Australia,Herding,purebred,https://cowzzajbwtqfmrocefaw.supabase.co/storage/v1/object/public/dog-breed-images/australian-cattle-dog/australian-cattle-dog-03.webp,true,2025-11-21 06:05:04.094505+00,2026-01-17 02:12:21.301237+00,2,4,0,28,,,
130b9ff2-ce0c-4f26-bc0a-3e8605c00d3e,Chinook,chinook,"Picture a golden teddy bear that decided to become a sled dog ? that's the Chinook. These rare gems were bred in New Hampshire for polar expeditions, combining the work ethic of a husky with the heart of a golden retriever. They're the diplomats of the dog world, getting along with everyone from toddlers to cats, though they'll still try to pull your arm off during walks. Their calm, steady temperament makes them excellent therapy dogs, but don't mistake their gentleness for laziness. These muscular athletes need serious exercise and mental stimulation, or they'll redesign your garden with the enthusiasm of a landscaping crew. With only a few hundred left worldwide, owning a Chinook is like having a living piece of American dog history.",Friendly and loyal companion,Large,4,3,2,3,4,3,2,2,3,3,2,3,25,41,53,69,12,15,Smooth coat,Regular exercise,Moderate grooming needs with thick double coat requiring brushing 2-3 times weekly,Rare sled dogs who'll learn enthusiastically but keep checking if training involves pulling something heavy.,United States,Working,purebred,,true,2025-11-21 06:04:42.071173+00,2026-01-17 02:12:21.301237+00,3,3,0,28,,,
1407c954-0394-4ca7-ae87-dc7140396bd9,Maltese,maltese,"Like a cloud that learned to walk and developed an attitude, the Maltese floats through life on silky white locks and pure confidence. These tiny Mediterranean aristocrats have been charming their way through history for over two millennia, perfecting the art of being simultaneously adorable and demanding. Their floor-length coats require daily brushing unless you opt for a shorter """"puppy cut,"""" which transforms them from glamorous divas into fluffy cotton balls. Despite their delicate appearance, they're surprisingly sturdy and can be quite fearless, often forgetting they're smaller than most cats. They're devoted to their families but can be suspicious of strangers, proving that good things really do come in very small packages. Perfect for those wanting elegance in miniature form.","Gentle, playful, and charming toy dogs. They are affectionate companions and adapt well to apartment living.",Small,2,3,3,4,4,2,5,3,1,3,2,3,2,3,20,25,12,15,Wire coat,Low exercise needs. Daily short walks and indoor play sufficient. Enjoys being a lap dog more than exercising.,"Very high grooming needs with long, silky single coat requiring daily brushing to prevent matting","Silky sweethearts who'll learn delicately, preferring gentle training that doesn't disturb their perfect grooming.",Malta,Companion,purebred,,true,2025-11-21 06:04:58.353331+00,2026-01-17 02:12:21.301237+00,4,1,10,30,,,
